"","INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"725",725,0,NA,1,21,1,11,1683,1,1258,2,2,1,7,29,2,887,3,1,2,1,1,1,5,13,2
"726",726,1,NA,1,22,1,11,864,1,930,2,2,1,7,44,2,386,3,3,2,1,1,2,1,12,2
"727",727,0,NA,1,29,1,13,678,1,1,1,1,2,2,35,1,867,3,1,1,1,1,1,1,2,1
"728",728,0,NA,1,39,1,13,640,1,430,2,1,1,7,3,2,921,1,5,1,1,1,1,2,8,2
"729",729,0,NA,1,31,1,1,1,1,1,1,2,2,9,37,2,207,1,3,2,1,1,1,1,2,1
"730",730,0,NA,1,31,1,13,615,1,464,2,1,2,3,10,2,916,9,1,1,1,1,2,1,2,2
"731",731,1,NA,1,22,4,17,258,1,10,2,1,2,2,42,2,1,1,4,1,408,2,1,4,8,2
"732",732,1,NA,1,22,4,15,806,2,1,1,1,2,2,37,2,950,2,5,1,1,1,1,2,2,2
"733",733,1,NA,1,28,3,14,1665,2,1,1,1,4,1,22,1,1025,7,3,1,73,3,1,1,18,2
"734",734,0,NA,1,35,1,15,539,1,629,2,1,3,7,18,2,454,2,5,1,1,1,1,1,13,2
"735",735,1,NA,1,27,1,14,450,1,443,2,1,2,3,75,1,1334,8,3,1,1,1,1,2,7,2
"736",736,1,NA,1,18,4,1,1,2,1,1,2,2,9,11,2,68,1,1,2,252,3,1,2,10,2
"737",737,0,NA,1,18,1,11,683,1,660,2,2,2,3,1,1,1212,5,5,1,345,2,1,3,2,1
"738",738,0,NA,1,28,2,15,1214,1,661,2,1,2,2,17,2,1091,14,5,1,1,1,1,1,5,2
"739",739,1,NA,1,39,3,16,667,1,1,2,1,1,9,37,2,623,3,4,1,598,3,1,1,14,2
"740",740,1,NA,1,20,1,14,1266,1,840,1,2,3,1,1,1,315,1,3,2,1,1,1,2,16,2
"741",741,1,NA,1,42,1,1,1,1,320,1,1,2,9,9,1,181,1,4,1,367,2,1,2,9,2
"742",742,1,NA,2,28,3,1,1,1,47,2,1,1,5,25,2,61,5,5,1,1,1,1,1,11,2
"743",743,1,NA,3,24,4,15,116,1,214,2,1,2,3,27,2,87,2,5,1,76,3,1,6,8,2
"744",744,0,NA,1,46,1,16,730,1,706,2,2,3,6,26,2,1309,2,5,1,1,1,1,2,6,2
"745",745,1,NA,1,12,2,13,1684,2,1,1,2,3,8,35,2,916,6,6,1,349,3,1,3,13,2
"746",746,1,NA,1,8,4,16,1129,1,760,2,1,2,2,17,1,1229,5,3,1,194,3,1,7,10,2
"747",747,1,NA,1,10,4,10,704,2,1,1,2,2,2,16,1,456,3,3,2,105,2,1,2,2,2
"748",748,0,NA,1,29,1,1,1,1,1,1,2,2,9,19,1,776,3,6,2,1,1,1,4,2,1
"749",749,0,NA,1,39,1,16,1599,1,1284,2,1,4,4,50,2,568,5,4,1,1,1,1,1,12,2
"750",750,1,NA,1,15,3,12,1532,2,1,1,1,3,1,37,2,835,3,5,1,1,1,1,2,26,2
"751",751,0,NA,1,25,1,13,500,1,1,1,2,2,2,16,1,279,1,3,2,1,1,1,2,12,1
"752",752,1,NA,1,15,2,1,1,1,1,2,2,2,9,44,2,487,6,1,1,253,2,1,4,2,2
"753",753,1,NA,1,28,3,14,716,1,915,2,1,2,2,37,1,596,9,5,1,1,1,2,1,2,2
"754",754,1,NA,1,30,1,9,526,1,1,1,1,2,3,46,2,404,9,5,1,127,5,1,4,2,2
"755",755,0,NA,1,36,1,16,56,1,96,2,2,2,9,41,1,1,1,1,2,1,1,1,1,10,1
"756",756,1,NA,1,34,1,14,1394,1,1005,1,1,1,5,14,2,346,6,5,1,1,1,2,3,8,2
"757",757,1,NA,1,17,3,14,180,1,152,2,1,2,3,33,2,629,1,5,1,1,1,1,3,2,2
"758",758,1,NA,1,33,1,14,648,1,589,2,2,2,7,24,1,406,5,3,1,543,3,1,7,13,2
"759",759,0,NA,1,37,1,8,201,1,173,2,2,1,8,2,1,314,5,3,2,1,1,1,1,12,2
"760",760,1,NA,1,27,3,15,224,1,335,2,1,2,8,47,2,33,1,5,1,1,1,1,1,10,2
"761",761,1,NA,1,35,1,11,1544,1,1,1,2,3,1,29,1,1084,10,2,2,1,1,1,1,13,2
"762",762,1,NA,2,24,4,12,790,2,711,1,1,2,2,40,1,368,3,5,1,1,1,1,2,2,2
"763",763,1,NA,2,43,3,13,682,2,596,1,2,2,8,31,2,916,3,1,2,455,4,1,2,9,2
"764",764,1,NA,1,28,4,16,107,2,1,1,1,2,3,18,2,1027,2,1,1,218,2,1,6,2,2
"765",765,1,NA,1,22,1,12,453,1,171,2,2,2,3,34,2,326,5,3,1,413,4,2,2,2,2
"766",766,1,NA,1,30,1,15,205,1,45,2,2,2,3,50,2,276,3,3,1,694,2,2,7,4,2
"767",767,1,NA,1,26,1,10,1592,1,1,1,1,3,6,12,2,94,1,5,1,109,4,1,3,18,2
"768",768,1,NA,1,38,1,15,1633,1,1,1,1,4,7,26,1,1402,9,6,1,470,3,1,4,17,2
"769",769,1,NA,1,32,1,6,82,1,280,1,2,4,7,6,1,1081,5,2,1,52,2,2,3,10,2
"770",770,0,NA,2,21,4,1,1,1,1,2,1,2,9,28,2,76,13,5,1,368,2,1,1,5,1
"771",771,1,NA,1,18,1,14,296,1,1,2,1,1,9,27,1,185,5,5,1,283,2,1,3,9,2
"772",772,1,NA,1,32,1,1,1,1,1,2,2,2,9,19,1,437,9,3,1,258,2,1,6,2,2
"773",773,1,NA,1,26,1,7,1637,1,1,1,2,4,1,7,1,863,10,6,2,665,2,1,5,18,2
"774",774,1,NA,1,33,1,15,802,1,87,1,2,1,2,46,1,336,1,3,2,1,1,1,6,10,2
"775",775,0,NA,1,39,1,15,188,1,90,2,1,2,2,28,2,162,1,5,1,1,1,1,1,2,1
"776",776,1,NA,1,10,4,13,1226,2,824,1,1,2,8,1,2,1000,1,5,1,317,4,1,1,9,2
"777",777,0,NA,3,26,4,13,825,1,1,2,1,2,9,36,2,397,1,5,1,1,1,1,1,2,1
"778",778,1,NA,1,30,1,14,164,1,279,2,1,2,3,23,2,351,1,5,1,1,1,1,4,2,2
"779",779,0,NA,1,36,1,14,1524,1,1239,2,2,1,8,45,1,1171,16,2,2,644,3,1,2,8,2
"780",780,0,NA,1,23,4,11,752,1,384,2,1,2,2,17,2,765,3,5,1,1,1,1,1,7,1
"781",781,1,NA,1,30,1,13,867,1,727,2,1,1,8,47,2,444,3,5,1,119,3,1,4,10,2
"782",782,1,NA,1,17,1,10,143,1,1,1,2,2,2,23,1,845,1,6,2,1,1,2,4,2,2
"783",783,0,NA,1,33,1,11,1557,1,1135,2,1,4,4,26,2,810,9,1,1,1,1,1,8,27,2
"784",784,1,NA,2,24,3,9,1410,2,966,1,2,3,6,19,2,1011,1,1,1,270,2,1,5,19,2
"785",785,0,NA,1,27,1,13,461,1,40,2,2,2,3,19,2,325,9,3,1,276,2,1,2,2,2
"786",786,1,NA,1,18,1,10,713,1,1,1,2,2,7,33,1,968,3,6,1,570,3,1,3,2,2
"787",787,0,NA,1,33,1,11,700,1,472,2,1,1,7,16,2,644,9,4,1,1,1,1,4,6,2
"788",788,1,NA,1,27,4,12,1287,1,1143,2,2,1,8,20,2,692,5,1,2,484,3,1,9,9,2
"789",789,1,NA,1,12,4,11,843,2,1,1,1,2,3,50,2,316,1,5,1,1,1,2,2,12,1
"790",790,0,NA,1,31,1,16,515,1,586,2,2,2,2,55,1,888,2,6,1,1,1,1,2,2,1
"791",791,0,NA,1,27,1,13,995,1,495,2,2,3,6,26,2,465,5,1,1,1,1,1,1,10,2
"792",792,1,NA,1,24,1,8,226,1,185,2,2,2,2,39,2,605,1,1,1,1,1,1,1,2,2
"793",793,1,NA,2,24,2,14,1391,2,1022,1,2,3,8,14,1,1130,14,2,1,1,1,1,4,15,2
"794",794,1,NA,1,28,4,15,977,2,977,1,1,2,3,16,2,1323,5,6,1,1,1,1,2,12,2
"795",795,0,NA,1,33,1,1,1,1,14,2,1,1,5,31,2,815,9,5,1,205,2,1,1,13,2
"796",796,1,NA,1,22,1,10,162,1,327,2,1,2,2,20,2,161,3,4,1,1,1,1,1,2,2
"797",797,0,NA,1,31,1,13,1029,1,1089,2,2,1,2,30,1,502,9,1,2,1,1,1,1,12,2
"798",798,1,NA,1,11,4,1,1,1,1,2,1,2,9,25,2,1,3,5,1,184,3,1,9,6,2
"799",799,1,NA,3,24,3,10,1378,2,1062,1,2,2,7,45,1,380,3,3,1,488,2,1,3,2,2
"800",800,1,NA,1,23,3,11,785,2,1,1,1,2,2,11,1,361,16,5,1,1,1,1,1,7,2
"801",801,0,NA,1,36,1,1,1,1,343,1,2,2,9,49,1,828,9,6,2,1,1,1,1,2,1
"802",802,0,NA,1,26,3,15,210,1,235,2,2,2,3,39,2,226,1,3,2,1,1,1,1,7,1
"803",803,0,NA,1,31,1,14,1411,1,1102,1,1,3,7,23,2,690,8,5,1,1,1,1,1,22,2
"804",804,1,NA,1,34,1,13,793,1,490,2,2,2,2,37,1,444,1,3,2,1,1,1,1,8,2
"805",805,0,NA,1,37,1,13,1721,1,1,1,1,3,7,17,2,1073,1,1,1,1,1,1,1,14,2
"806",806,0,NA,3,26,3,12,1429,1,1008,2,1,2,2,31,1,94,1,5,1,1,1,1,1,8,1
"807",807,0,NA,1,18,3,15,1198,1,878,2,1,2,3,39,2,495,3,1,1,1,1,1,3,10,2
"808",808,1,NA,1,31,1,7,389,1,394,2,2,2,3,31,2,322,1,1,1,1,1,1,2,2,2
"809",809,0,NA,1,34,1,1,1,1,53,2,1,2,5,43,2,135,3,5,1,1,1,1,1,8,1
"810",810,1,NA,1,32,1,15,1569,1,1193,2,1,1,2,41,1,1312,1,3,1,587,2,1,7,13,2
"811",811,1,NA,1,20,4,14,595,1,255,2,2,2,2,1,1,726,5,6,2,645,4,1,3,2,2
"812",812,0,NA,1,30,1,15,18,1,66,2,1,1,5,61,2,129,1,5,1,1,1,1,3,17,1
"813",813,0,NA,1,29,1,14,1088,1,965,2,1,3,7,32,2,859,3,5,1,1,1,1,2,2,2
"814",814,0,NA,1,31,1,14,630,1,544,2,1,1,3,36,2,26,2,5,1,1,1,1,1,11,1
"815",815,1,NA,1,44,3,17,1580,2,1,1,1,3,6,46,2,1325,13,4,1,505,3,1,2,19,2
"816",816,0,NA,1,29,1,1,1,1,1,2,2,2,9,1,2,104,1,3,1,1,1,1,2,2,2
"817",817,0,NA,1,41,1,15,220,1,1,1,1,1,5,48,2,801,1,1,1,1,1,1,1,9,1
"818",818,1,NA,1,24,2,13,723,2,1,1,1,1,8,47,1,1080,1,3,1,1,1,1,1,2,2
"819",819,1,NA,1,29,1,13,59,1,314,2,1,2,5,44,2,1145,1,3,1,712,2,2,7,2,2
"820",820,1,NA,1,20,1,6,343,1,1,1,1,2,3,67,2,58,6,4,1,384,3,1,8,9,1
"821",821,1,NA,1,17,1,1,1,1,194,1,1,1,5,62,2,105,5,5,1,471,4,1,3,10,2
"822",822,1,NA,1,23,4,19,203,1,205,2,2,2,3,28,2,1,3,1,2,1,1,1,3,7,2
"823",823,1,NA,1,7,4,15,90,2,1,1,2,3,1,21,2,523,2,1,2,1,1,2,4,15,2
"824",824,1,NA,1,16,1,11,496,1,568,1,1,2,2,18,2,123,2,4,1,82,3,1,1,11,2
"825",825,1,NA,1,21,1,11,939,1,1,1,2,1,2,47,1,411,3,3,2,379,4,1,1,11,2
"826",826,1,NA,1,35,1,14,1260,1,1,1,1,3,6,23,2,516,3,4,1,1,1,1,1,13,2
"827",827,1,NA,1,28,1,14,1464,1,1,1,1,3,6,34,2,449,1,5,1,1,1,1,2,22,2
"828",828,0,NA,1,39,1,12,1651,1,1272,2,2,1,8,41,2,1388,1,1,2,1,1,1,2,11,2
"829",829,0,NA,1,22,1,15,1376,1,936,2,2,1,8,25,1,1123,13,2,2,1,1,1,2,2,1
"830",830,0,NA,1,28,1,11,322,1,597,2,2,2,3,37,2,582,6,1,1,1,1,1,2,6,2
"831",831,1,NA,1,32,1,12,1605,1,1,1,1,3,7,38,2,1003,9,5,1,1,1,1,4,20,2
"832",832,0,NA,1,27,1,14,980,1,700,2,1,2,7,5,2,240,8,5,1,1,1,1,3,2,2
"833",833,1,NA,3,22,3,10,245,1,452,2,2,2,2,30,1,650,1,1,1,1,1,1,1,6,2
"834",834,0,NA,1,21,1,14,360,1,560,2,1,1,5,32,2,213,1,5,1,1,1,1,1,2,1
"835",835,0,NA,2,43,2,15,860,1,859,2,2,2,2,29,1,392,9,3,1,1,1,1,2,2,1
"836",836,1,NA,1,19,1,12,1445,1,1142,2,1,3,1,14,1,1387,8,2,1,1,1,1,7,19,2
"837",837,1,NA,1,38,1,11,666,1,1,1,1,4,5,57,2,795,1,1,1,1,1,1,1,16,2
"838",838,0,NA,1,31,1,14,1190,1,1089,2,2,3,8,22,1,1249,3,2,2,1,1,1,1,11,2
"839",839,0,NA,1,34,1,13,1792,1,1388,2,1,4,4,19,2,1412,1,5,1,450,3,1,3,17,2
"840",840,1,NA,2,19,3,15,1543,1,1211,2,2,1,2,18,1,56,6,3,2,1,1,1,2,15,2
"841",841,1,NA,1,32,1,13,406,1,149,1,2,4,4,45,2,758,3,1,1,1,1,1,1,16,2
"842",842,0,NA,1,40,2,15,199,1,562,2,1,3,5,64,2,271,1,4,1,650,3,1,5,15,1
"843",843,1,NA,1,46,2,13,452,2,1,1,1,3,7,44,2,937,6,4,1,1,1,1,1,14,2
"844",844,0,NA,1,23,1,7,561,1,227,2,1,2,5,38,2,83,1,4,1,1,1,1,1,2,1
"845",845,0,NA,1,27,1,12,1655,1,1242,1,1,3,6,24,2,1317,8,1,1,1,1,1,1,21,2
"846",846,0,NA,3,25,3,15,365,1,867,2,1,2,5,9,2,302,3,5,1,1,1,1,1,9,1
"847",847,1,NA,1,31,1,13,113,1,369,2,1,2,3,33,2,305,1,4,1,490,2,1,2,9,2
"848",848,1,NA,1,35,1,13,1247,1,826,1,2,1,8,31,1,1091,6,2,1,1,1,1,4,10,2
"849",849,1,NA,1,19,2,10,1134,2,1,1,2,1,8,20,1,841,1,6,2,10,3,1,5,15,2
"850",850,1,NA,1,25,1,14,890,1,518,1,2,2,2,22,1,420,3,3,1,683,2,2,4,9,2
"851",851,1,NA,1,29,1,11,240,1,65,1,1,2,2,23,2,1118,1,5,1,768,2,2,4,2,2
"852",852,0,NA,1,33,1,12,394,1,405,2,1,2,3,29,2,647,12,5,1,1,1,1,1,10,2
"853",853,1,NA,1,26,1,12,1175,1,1,1,2,1,7,40,2,682,9,1,2,1,1,1,6,8,2
"854",854,1,NA,1,32,1,13,1550,1,1274,2,2,4,1,26,1,265,1,3,1,1,1,1,2,14,2
"855",855,1,NA,1,32,1,14,1440,1,1,1,2,2,2,36,1,232,12,3,2,616,2,1,4,2,2
"856",856,0,NA,1,22,1,11,1207,1,743,2,1,1,8,22,2,1195,5,1,1,1,1,1,1,9,1
"857",857,0,NA,1,24,1,6,911,1,659,2,1,2,2,23,1,1286,1,5,1,1,1,1,4,9,1
"858",858,0,NA,1,40,1,13,870,1,873,2,2,3,6,25,2,807,1,6,2,1,1,1,1,9,2
"859",859,1,NA,1,15,2,13,1384,2,1,1,1,1,2,36,1,587,12,5,1,172,4,2,4,9,2
"860",860,0,NA,1,24,1,11,1386,1,1,1,1,2,2,6,2,621,1,1,1,1,1,1,1,11,2
"861",861,0,NA,1,42,1,15,1223,1,1140,2,2,1,8,7,1,788,5,6,1,1,1,1,1,12,2
"862",862,1,NA,1,17,5,16,26,2,1,1,1,2,5,57,2,311,5,5,1,1,1,1,2,2,2
"863",863,1,NA,1,12,1,13,918,1,677,2,2,4,1,24,2,178,6,3,1,594,4,1,5,9,2
"864",864,0,NA,1,39,1,15,1048,1,948,2,2,4,4,35,2,438,3,3,1,1,1,1,1,18,2
"865",865,1,NA,1,46,3,14,1015,2,1,1,1,3,7,26,2,593,2,4,1,134,2,1,1,13,2
"866",866,0,NA,1,30,1,11,1705,1,1264,2,1,3,6,45,2,114,3,5,1,1,1,1,1,21,2
"867",867,1,NA,1,28,3,13,821,2,1,1,1,1,8,24,2,542,1,5,1,395,6,1,6,11,2
"868",868,0,NA,1,28,1,13,1365,1,1036,2,1,3,6,21,2,653,1,5,1,1,1,1,1,13,2
"869",869,0,NA,1,36,1,15,1065,1,976,2,1,2,2,16,1,553,12,5,1,1,1,1,1,9,1
"870",870,1,NA,1,21,1,11,423,1,1,1,1,2,3,8,2,158,1,4,1,28,2,1,6,2,2
"871",871,0,NA,1,35,1,10,1494,1,1230,2,2,1,8,35,2,796,1,1,2,1,1,1,1,10,2
"872",872,1,NA,1,29,1,11,1225,1,1,1,2,2,2,37,1,844,10,6,2,180,2,1,6,2,2
"873",873,0,NA,1,28,1,11,731,1,698,2,1,1,5,35,2,1156,1,3,1,1,1,1,3,2,2
"874",874,1,NA,1,16,2,11,283,2,1,1,1,2,3,35,2,167,1,4,1,42,3,1,8,9,2
"875",875,1,NA,1,16,4,11,377,1,556,2,1,2,3,15,2,52,6,5,1,659,3,2,1,2,2
"876",876,1,NA,1,21,3,1,1,1,110,2,1,1,5,21,2,74,9,4,1,254,2,1,3,9,2
"877",877,0,NA,1,47,1,13,1734,1,1349,2,2,3,6,1,2,829,3,3,2,1,1,1,1,2,2
"878",878,0,NA,3,24,4,11,1360,1,1171,2,2,1,8,39,2,959,5,1,2,1,1,1,2,2,2
"879",879,0,NA,1,30,1,8,89,1,263,2,1,1,5,8,2,133,6,5,1,1,1,1,1,10,1
"880",880,1,NA,1,32,1,15,1202,1,743,2,1,1,5,58,2,588,5,4,1,671,2,2,2,6,2
"881",881,1,NA,1,25,1,6,701,1,720,1,1,2,2,19,1,1227,10,5,1,446,5,1,1,5,2
"882",882,0,NA,2,19,3,7,101,2,135,1,1,2,5,20,1,842,1,3,1,1,1,1,1,6,1
"883",883,1,NA,2,41,2,15,1326,1,1110,2,1,1,7,33,2,699,3,5,1,1,1,1,2,10,2
"884",884,0,NA,1,27,3,14,1269,2,1074,1,2,2,2,30,1,665,5,1,1,1,1,1,1,2,1
"885",885,1,NA,1,23,2,1,1,2,100,1,1,2,5,8,2,164,3,5,1,575,3,1,3,2,2
"886",886,1,NA,1,33,1,13,386,1,489,2,1,2,2,30,2,298,5,5,1,1,1,1,6,2,2
"887",887,1,NA,1,18,3,1,1,2,1,1,1,2,9,8,2,695,3,5,1,356,3,1,8,2,2
"888",888,0,NA,1,14,2,14,1272,1,1030,2,1,1,7,31,2,508,1,1,1,1,1,1,1,5,2
"889",889,0,NA,1,19,1,12,1327,1,792,2,2,3,7,9,1,1183,1,2,1,1,1,1,1,18,2
"890",890,0,NA,1,40,1,7,1110,1,795,2,2,1,8,18,1,1269,1,2,1,1,1,1,1,13,2
"891",891,1,NA,1,40,1,14,1339,1,1176,2,2,4,1,1,1,238,2,3,2,121,3,1,7,19,2
"892",892,0,NA,1,20,1,13,1377,1,1,1,2,2,8,18,2,625,5,1,1,1,1,1,1,9,2
"893",893,0,NA,1,35,1,14,1311,1,1091,1,2,2,2,22,1,918,6,6,2,1,1,1,1,13,1
"894",894,0,NA,1,41,2,18,826,1,956,2,1,3,7,4,2,1291,5,3,1,1,1,1,3,10,2
"895",895,0,NA,1,24,1,12,315,1,1,2,2,2,9,35,1,216,3,3,2,1,1,1,2,2,1
"896",896,1,NA,1,5,2,8,9,1,153,2,1,2,5,28,2,782,12,5,2,622,2,1,7,2,2
"897",897,1,NA,1,28,3,1,1,2,1,1,2,2,9,36,2,569,10,1,1,1,1,1,1,8,2
"898",898,0,NA,1,37,1,13,978,1,712,2,2,3,1,44,1,408,5,3,2,507,3,1,1,2,1
"899",899,1,NA,1,45,1,11,274,1,1,1,2,2,3,20,2,38,10,5,2,346,4,1,1,2,2
"900",900,1,NA,1,41,1,14,1462,1,1,1,2,3,1,43,1,1307,3,2,2,402,3,1,1,19,2
"901",901,0,NA,1,27,1,14,301,1,1,1,1,2,3,32,2,514,1,5,1,1,1,1,1,2,1
"902",902,1,NA,1,26,1,14,1309,1,1047,2,2,1,2,22,1,606,2,1,1,1,1,1,1,12,2
"903",903,1,NA,1,17,3,13,871,2,707,1,1,2,2,37,1,589,12,5,1,296,2,1,7,7,2
"904",904,0,NA,1,32,1,13,1479,1,1120,2,1,1,8,26,2,1395,9,6,1,1,1,1,1,2,1
"905",905,0,NA,1,31,1,9,352,1,177,2,2,1,7,13,2,118,5,1,2,1,1,1,2,11,2
"906",906,0,NA,2,21,3,12,786,2,1,1,1,2,3,47,2,719,5,5,1,745,3,1,2,6,1
"907",907,1,NA,1,29,1,6,317,1,290,1,1,2,2,40,1,915,2,5,1,1,1,1,2,11,2
"908",908,0,NA,1,30,1,15,1670,1,1331,2,2,3,6,22,2,923,1,6,1,1,1,1,1,16,2
"909",909,1,NA,1,36,1,13,1058,1,1,1,2,3,1,22,1,145,9,3,1,300,3,1,4,19,2
"910",910,1,NA,2,21,3,15,725,1,416,2,1,3,6,49,2,113,1,5,1,333,3,1,1,13,2
"911",911,1,NA,1,33,1,14,920,1,1,1,1,1,2,40,1,939,1,5,1,155,2,1,7,12,2
"912",912,0,NA,1,19,1,9,808,1,458,2,1,3,6,35,2,1327,3,1,1,32,2,1,6,14,2
"913",913,0,NA,1,36,1,9,1046,1,835,2,2,3,6,1,2,545,12,1,2,1,1,1,1,19,2
"914",914,1,NA,1,19,1,12,551,1,409,2,1,1,3,9,2,73,1,5,1,1,1,1,2,8,2
"915",915,0,NA,2,22,5,13,215,1,164,2,1,2,5,17,2,77,6,4,1,1,1,1,1,9,1
"916",916,1,NA,1,24,1,1,1,1,1,1,1,3,5,39,2,87,3,4,1,1,1,1,1,21,2
"917",917,1,NA,1,23,2,12,63,2,247,1,1,1,5,37,1,1152,3,2,2,488,3,1,9,9,2
"918",918,1,NA,1,16,3,12,460,1,415,2,1,2,3,53,2,214,3,4,1,1,1,1,6,11,2
"919",919,1,NA,1,36,1,12,1096,1,1,1,2,2,2,10,1,580,12,1,2,1,1,1,1,11,2
"920",920,1,NA,1,37,1,15,57,1,1,1,2,2,9,28,2,189,5,3,2,693,2,1,1,2,2
"921",921,1,NA,1,21,2,11,985,1,581,2,1,1,5,28,2,432,4,5,1,204,2,1,3,7,2
"922",922,0,NA,1,34,1,16,1776,1,1384,2,2,4,1,21,1,1223,6,2,2,1,1,1,2,16,2
"923",923,0,NA,1,28,1,10,1412,1,1158,2,2,1,8,38,2,466,7,3,2,748,4,1,2,9,2
"924",924,0,NA,1,31,1,11,1310,1,1,1,2,3,6,22,2,639,8,1,2,1,1,1,2,18,2
"925",925,0,NA,1,37,1,13,1728,1,1,1,1,4,7,31,2,1335,3,1,1,1,1,1,3,15,2
"926",926,0,NA,1,42,1,10,1503,1,1233,2,2,1,7,43,2,475,1,1,2,1,1,1,1,9,2
"927",927,1,NA,1,36,1,10,1553,1,1226,2,2,3,7,25,1,1092,1,2,2,15,3,1,5,9,2
"928",928,0,NA,1,27,1,13,382,1,496,2,2,2,3,45,2,666,1,1,1,1,1,1,4,7,1
"929",929,1,NA,1,20,1,1,1,1,1,1,1,2,9,49,1,71,10,5,1,1,1,1,5,8,2
"930",930,0,NA,1,31,1,15,1703,1,1296,2,1,3,7,21,2,1134,3,1,1,1,1,1,3,16,2
"931",931,1,NA,1,22,1,16,594,1,329,2,1,2,2,28,1,806,2,1,1,1,1,1,1,2,2
"932",932,1,NA,2,24,4,14,192,1,79,2,1,2,3,39,2,184,1,4,1,699,3,2,9,2,2
"933",933,0,NA,1,52,1,10,489,1,680,2,2,3,8,26,2,1293,1,4,1,1,1,1,7,13,1
"934",934,1,NA,1,36,1,1,1,1,73,2,1,1,9,8,1,910,5,5,1,99,2,1,9,8,2
"935",935,1,NA,1,25,4,17,415,1,252,2,1,2,5,1,2,94,3,5,1,590,3,1,6,9,2
"936",936,1,NA,1,26,3,16,528,1,298,2,1,2,2,38,1,1166,1,3,1,264,3,1,1,2,2
"937",937,0,NA,1,33,1,17,1688,1,1325,2,1,3,6,48,2,950,5,5,1,1,1,1,3,19,2
"938",938,1,NA,1,20,3,15,437,1,673,2,1,2,5,42,2,859,1,4,1,1,1,1,2,8,2
"939",939,1,NA,1,14,4,10,304,1,445,2,2,2,9,25,1,665,9,1,1,800,2,2,6,2,2
"940",940,1,NA,1,27,1,13,267,1,305,2,2,2,2,17,1,443,3,3,2,1,1,1,2,11,2
"941",941,1,NA,1,48,1,16,40,1,128,2,1,2,9,28,1,244,1,4,1,422,2,1,9,9,2
"942",942,0,NA,1,34,1,9,972,1,877,2,1,3,8,19,2,1300,1,3,1,1,1,1,1,9,2
"943",943,1,NA,1,36,1,10,127,1,1,1,1,2,3,16,2,22,9,4,2,295,2,1,2,2,2
"944",944,1,NA,1,31,1,11,1690,1,1,1,1,4,7,39,2,945,1,5,1,711,3,1,5,25,2
"945",945,1,NA,1,31,1,13,758,1,702,2,1,1,2,30,1,1136,3,4,1,817,3,2,3,13,2
"946",946,0,NA,1,33,1,13,1639,1,1385,2,2,4,7,20,1,1257,5,2,2,626,3,1,3,15,2
"947",947,1,NA,1,28,1,13,1210,1,1,1,1,1,8,33,2,1177,8,5,1,444,3,1,4,13,2
"948",948,1,NA,1,22,4,13,454,1,269,2,2,2,7,27,1,245,3,3,1,1,1,1,1,2,2
"949",949,0,NA,1,37,1,12,1772,1,1,1,2,4,6,30,2,30,12,1,2,1,1,1,1,17,2
"950",950,1,NA,1,18,1,11,7,1,4,2,1,2,5,23,2,496,1,5,1,1,1,2,1,2,2
"951",951,0,NA,1,32,1,15,862,1,1,1,2,2,3,46,2,125,11,3,2,1,1,1,2,2,1
"952",952,1,NA,1,37,1,18,1422,1,1130,2,1,3,6,43,2,768,5,4,1,79,3,1,3,10,2
"953",953,1,NA,1,46,1,11,459,1,1,1,1,1,8,39,2,1113,5,5,1,178,2,1,4,9,2
"954",954,1,NA,2,20,3,13,146,1,284,2,1,2,5,19,2,283,1,4,1,1,1,1,4,7,2
"955",955,0,NA,1,38,1,14,1706,1,1,1,2,4,7,19,2,340,5,1,1,1,1,1,1,14,2
"956",956,1,NA,1,16,2,8,1722,2,1,1,1,4,6,56,2,1385,1,4,1,301,3,1,1,17,2
"957",957,1,NA,1,33,1,15,1801,1,1,1,1,4,1,46,1,1330,3,6,1,685,3,1,1,14,2
"958",958,1,NA,1,30,1,15,1174,1,1002,2,1,2,2,31,2,885,12,5,1,1,1,2,1,2,2
"959",959,1,NA,1,40,1,12,33,1,1,2,2,2,9,28,1,1052,3,2,2,1,1,1,1,2,2
"960",960,0,NA,1,40,1,9,1696,1,1,1,2,3,8,21,1,995,5,6,1,1,1,1,3,22,1
"961",961,1,NA,1,18,2,1,1,1,9,2,1,2,5,54,2,570,3,4,1,329,2,1,2,8,2
"962",962,1,NA,1,16,3,15,41,1,175,2,2,1,5,24,1,1339,1,2,2,482,4,1,1,12,2
"963",963,1,NA,1,16,2,13,622,1,356,2,1,2,2,18,1,256,3,5,1,1,1,1,1,2,2
"964",964,0,NA,1,24,1,8,535,1,319,2,2,2,3,58,1,289,1,3,2,1,1,1,1,8,1
"965",965,0,NA,2,25,3,11,565,1,653,2,2,2,2,28,1,310,3,1,2,1,1,1,4,2,1
"966",966,1,NA,1,29,1,14,635,1,99,1,2,2,3,43,1,831,8,6,1,433,4,1,4,11,2
"967",967,1,NA,1,13,4,15,764,2,834,1,1,1,3,82,2,299,5,4,1,90,4,1,4,11,1
